Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,BGG Rank,Complexity Average,Owned Users,Mechanics,Domains
2,2,0.0,12,41,7.68293,9738,3.25,201.0,"Dice Rolling, Hexagon Grid, Simulation",Wargames
2,4,60.0,10,89,6.42753,9739,2.0,159.0,"Grid Movement, Hidden Movement, Secret Unit Deployment, Team-Based Game",Unknown
2,2,0.0,12,59,7.06441,9740,0.0,199.0,"Action Points, Dice Rolling, Variable Player Powers",Unknown
2,6,30.0,10,82,6.54512,9741,1.5556,162.0,Trick-taking,Family Games
1,1,240.0,12,87,6.65161,9742,2.8182,439.0,"Dice Rolling, Hexagon Grid",Wargames
2,4,30.0,7,151,6.09358,9743,1.1667,409.0,Modular Board,"Family Games, Children's Games"
2,6,45.0,10,84,6.55,9744,1.7143,166.0,"Betting and Bluffing, Push Your Luck, Set Collection",Family Games
2,2,120.0,12,64,7.29,9745,3.0,233.0,"Dice Rolling, Hexagon Grid, Simulation",Wargames
3,7,45.0,10,337,5.81844,9746,1.8214,692.0,Unknown,"Thematic Games, Family Games"
2,2,120.0,12,180,6.18883,9747,2.4,494.0,"Action Queue, Hexagon Grid",Wargames
3,5,60.0,14,64,6.82109,9748,2.0,165.0,Unknown,Unknown
2,4,49.6518992589398,10,359,5.868255429484125,9749,1.92,699.0,"Hand Management, Pick-up and Deliver, Tile Placement","Family Games, Strategy Games"
2,4,30.0,5,108,6.40269,9750,2.1667,218.0,"Point to Point Movement, Set Collection",Abstract Games
2,4,44.30976970141475,10,115,6.363981190456348,9751,2.0,286.0,"Commodity Speculation, Hand Management",Unknown
2,5,180.0,0,75,6.73867,9752,2.2857,216.0,"Area Majority / Influence, Area Movement, Dice Rolling",Wargames
2,2,224.5105251620901,12,102,6.531049177678572,9753,2.8889,472.0,Hexagon Grid,Wargames
3,5,300.0,12,146,6.16626,9754,3.125,392.0,"Modular Board, Tile Placement, Trading",Wargames
2,4,45.0,8,57,7.00965,9755,2.0,134.0,"Area Majority / Influence, Deck Bag and Pool Building, Hand Management","Family Games, Abstract Games"
2,5,35.0,8,68,6.84559,9756,1.5,136.0,"Auction/Bidding, Dice Rolling, Set Collection",Family Games
2,2,120.0,12,68,7.12721,9757,2.7333,139.0,"Dice Rolling, Hexagon Grid, Simulation",Wargames
2,4,30.0,8,102,6.50539,9758,2.2,271.0,"Grid Movement, Team-Based Game",Abstract Games
2,10,30.82890799690764,8,79,6.792981844841268,9759,1.5,233.0,"Dice Rolling, Measurement Movement, Pick-up and Deliver, Race, Scenario / Mission / Campaign Game, Variable Player Powers, Variable Set-up",Unknown
1,6,75.0,12,116,6.60517,9760,3.1667,178.0,"Dice Rolling, Hand Management, Role Playing, Variable Player Powers",Unknown
2,2,30.0,8,113,6.30796,9761,1.875,224.0,"Memory, Point to Point Movement, Rock-Paper-Scissors, Secret Unit Deployment",Abstract Games
2,2,30.0,10,179,6.06718,9762,1.9444,521.0,"Card Drafting, Hand Management, Take That","Strategy Games, Thematic Games"
3,5,30.0,10,133,6.15301,9763,1.2143,161.0,"Point to Point Movement, Roll / Spin and Move",Children's Games
1,2,480.0,12,60,6.95833,9764,3.3077,258.0,"Hexagon Grid, Simulation",Wargames
2,4,42.19486801623511,8,144,6.235067059841274,9765,2.2,240.0,"Card Drafting, Set Collection",Abstract Games
1,6,60.0,14,61,7.48525,9766,2.0,209.0,"Area Movement, Cooperative Game, Hand Management, Take That, Variable Player Powers",Unknown
3,6,45.0,9,224,5.8942,9767,1.6471,359.0,Auction/Bidding,Family Games
2,2,90.0,12,49,7.40204,9768,3.6,138.0,"Bias, Dice Rolling, Measurement Movement, Scenario / Mission / Campaign Game, Simulation",Wargames
1,2,29.808057290547712,6,83,6.717174001904762,9769,1.0,169.0,Unknown,Children's Games
2,4,30.0,10,255,6.01706,9770,2.625,552.0,"Area Movement, Secret Unit Deployment, Simultaneous Action Selection","Abstract Games, Wargames"
2,4,50.0,14,296,6.87315,9771,1.7647,384.0,"Hand Management, Variable Player Powers",Family Games
2,2,30.0,10,104,6.36635,9772,2.0,246.0,Unknown,Abstract Games
2,2,20.0,8,38,7.70395,9773,1.8333,78.0,Unknown,Abstract Games
2,2,30.0,10,52,8.01442,9774,2.5,64.0,"Hand Management, Simultaneous Action Selection, Take That",Abstract Games
2,4,60.0,10,89,6.65978,9775,2.75,159.0,"Dice Rolling, Paper-and-Pencil, Pattern Recognition, Push Your Luck",Unknown
3,5,180.0,0,46,7.26413,9776,3.5,58.0,"Network and Route Building, Stock Holding",Unknown
2,2,240.0,12,71,6.8331,9777,2.9091,291.0,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Simulation, Zone of Control",Wargames
2,2,240.0,0,44,7.63409,9778,3.4,220.0,Hexagon Grid,Wargames
2,2,180.0,12,46,7.47826,9779,3.125,176.0,"Dice Rolling, Hexagon Grid, Secret Unit Deployment",Wargames
2,6,60.0,6,91,6.56063,9780,1.0,233.0,Tile Placement,Abstract Games
2,5,60.0,8,227,6.38921,9781,1.8182,201.0,"Action Points, Hand Management, Memory, Set Collection, Tile Placement, Variable Player Powers",Family Games
1,5,30.0,6,224,5.96638,9782,1.2,516.0,"Pattern Building, Tile Placement","Family Games, Children's Games"
2,2,30.0,10,194,5.96964,9783,2.1875,386.0,Unknown,Abstract Games
2,3,20.0,8,142,6.1257,9784,2.0769,236.0,Pattern Building,Abstract Games
2,2,60.0,14,42,8.05952,9785,0.0,190.0,Unknown,Wargames
2,8,30.0,8,64,6.77344,9786,1.6667,37.0,"Hand Management, Simultaneous Action Selection","Family Games, Party Games"
2,3,90.0,16,109,6.26908,9787,3.5714,186.0,"Network and Route Building, Stock Holding, Tile Placement",Strategy Games
2,2,0.0,13,44,7.54091,9788,3.0,163.0,"Campaign / Battle Card Driven, Hand Management, Player Elimination",Wargames
1,4,45.0,0,212,5.99764,9789,1.7826,616.0,Unknown,Unknown
2,4,60.0,12,374,5.82024,9790,1.4444,622.0,"Pick-up and Deliver, Tile Placement",Family Games
1,1,240.0,12,41,7.68537,9791,3.3333,204.0,Simulation,Wargames
2,4,60.0,10,125,6.1884,9792,2.7143,171.0,"Modular Board, Tile Placement",Strategy Games
2,2,30.0,10,136,6.16654,9793,1.9524,246.0,"Campaign / Battle Card Driven, Hand Management, Rock-Paper-Scissors",Strategy Games
2,2,30.0,10,41,7.51463,9794,2.0,103.0,Pattern Building,Abstract Games
2,5,60.0,14,220,5.97332,9795,2.56,481.0,"Auction/Bidding, Card Drafting, Team-Based Game","Strategy Games, Thematic Games"
2,6,45.0,10,71,7.05155,9796,1.0,196.0,Paper-and-Pencil,Unknown
3,4,60.0,10,175,6.07029,9797,2.3913,260.0,"Dice Rolling, Modular Board",Strategy Games
1,2,120.0,12,127,6.31772,9798,2.6667,503.0,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Movement Points, Secret Unit Deployment, Simulation, Zone of Control",Wargames
2,5,30.0,10,94,6.39681,9799,1.7143,154.0,Betting and Bluffing,Strategy Games
2,6,45.0,11,105,6.5,9800,2.5,434.0,"Hand Management, Modular Board, Set Collection",Unknown
3,5,40.0,8,78,6.61218,9801,2.0,167.0,"Hand Management, Simultaneous Action Selection, Worker Placement",Family Games
2,4,60.0,0,68,7.48185,9802,2.3333,121.0,Modular Board,Wargames
2,6,90.0,12,71,6.70479,9803,2.5,109.0,"Commodity Speculation, Stock Holding",Wargames
2,2,60.0,12,60,6.94933,9804,2.6667,391.0,Variable Phase Order,Wargames
3,6,90.0,12,108,6.68111,9805,2.0,514.0,"Dice Rolling, Hand Management, Take That, Variable Player Powers",Unknown
2,4,30.0,10,54,6.99259,9806,1.75,148.0,"Dice Rolling, Grid Movement, Hand Management, Roll / Spin and Move, Simulation","Family Games, Abstract Games"
2,6,30.0,8,95,6.73474,9807,1.6667,243.0,Unknown,Family Games
1,2,900.0,14,37,8.24324,9808,3.6,217.0,"Chit-Pull System, Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation",Wargames
2,2,30.0,8,77,6.66583,9809,2.5,85.0,"Set Collection, Trick-taking",Abstract Games
2,5,200.0,14,72,7.69611,9810,2.5,113.0,"Cooperative Game, Critical Hits and Failures, Square Grid, Team-Based Game",Wargames
2,12,25.0,12,198,6.02067,9811,1.1111,518.0,Dice Rolling,Party Games
2,4,90.0,14,39,8.41744,9812,2.7778,6.0,"Card Drafting, Hidden Roles, Hidden Victory Points, Roles with Asymmetric Information, Take That, Turn Order: Claim Action, Worker Placement, Worker Placement, Different Worker Types",Wargames
2,4,20.0,8,561,5.71472,9813,1.3933,753.0,"Card Drafting, Set Collection",Family Games
2,7,20.0,14,189,5.97804,9814,1.5,483.0,Hand Management,Family Games
2,4,30.0,6,211,6.01543,9815,1.0,268.0,Set Collection,"Family Games, Children's Games"
1,8,127.89343822843826,14,46,7.71125304025794,9816,3.0,75.0,"Hidden Roles, Semi-Cooperative Game, Voting",Wargames
2,2,45.0,12,51,7.23922,9817,2.5,176.0,"Card Drafting, Pattern Building, Secret Unit Deployment, Simultaneous Action Selection, Trick-taking, Variable Player Powers",Wargames
3,4,120.0,12,118,6.21017,9818,3.25,170.0,"Auction/Bidding, Commodity Speculation, Network and Route Building, Player Elimination","Strategy Games, Wargames"
2,4,120.0,13,52,7.14808,9819,2.0,188.0,"Area Majority / Influence, Modular Board, Tile Placement",Wargames
1,6,300.0,15,61,7.62295,9820,3.3571,138.0,"Action Points, Area Movement, Cooperative Game, Grid Movement, Hexagon Grid, Modular Board, Role Playing, Simulation, Variable Phase Order",Wargames
2,4,120.0,12,216,5.9716,9821,2.0,424.0,"Action Points, Hand Management, Variable Player Powers",Thematic Games
1,4,15.0,7,64,6.95547,9822,1.0,123.0,"Grid Movement, Pattern Building",Children's Games
1,5,40.0,8,80,6.56125,9823,1.7778,124.0,"Pattern Building, Tile Placement",Family Games
2,2,360.0,12,64,6.87109,9824,3.0667,273.0,"Hexagon Grid, Simulation",Wargames
2,3,360.0,14,113,6.30478,9825,2.7647,358.0,"Dice Rolling, Hexagon Grid",Wargames
2,4,30.0,8,97,6.44227,9826,1.5,179.0,"Card Drafting, Hand Management, Set Collection",Abstract Games
2,4,172.66196393883894,12,65,6.99577364382936,9827,3.4,122.0,"Dice Rolling, Hexagon Grid, Movement Points, Ratio / Combat Results Table",Wargames
2,2,30.0,0,85,6.72294,9828,2.5714,166.0,Unknown,"Wargames, Abstract Games"
2,8,60.0,14,50,7.772,9829,2.5,135.0,"Drafting, Team-Based Game",Wargames
2,2,77.83114496614498,0,54,7.199807279529222,9830,2.1053,175.0,"Campaign / Battle Card Driven, Dice Rolling, Hexagon Grid",Wargames
2,8,120.0,10,145,6.12517,9831,2.1765,285.0,Set Collection,Wargames
3,6,40.0,8,73,6.67274,9832,1.1667,96.0,"Hand Management, Push Your Luck, Set Collection",Family Games
2,2,180.0,12,72,6.72222,9833,3.1,320.0,Hexagon Grid,Wargames
3,5,45.0,8,73,6.64521,9834,2.6667,449.0,Hand Management,Unknown
1,2,0.0,0,40,7.8675,9835,2.6,296.0,"Dice Rolling, Hexagon Grid",Wargames
3,6,120.0,12,78,6.91538,9836,2.8333,146.0,"Area Movement, Auction/Bidding, Hand Management, Simulation, Variable Player Powers",Wargames
1,2,87.62675019425018,0,37,8.239721467440475,9837,2.9,86.0,"Chit-Pull System, Hexagon Grid",Wargames
2,4,45.0,10,78,7.70385,9838,1.8333,114.0,"Grid Movement, Hand Management, Set Collection, Variable Phase Order",Abstract Games
1,4,90.0,10,284,5.84155,9839,2.1905,506.0,Unknown,Thematic Games
2,5,120.0,10,176,6.13352,9840,2.2857,873.0,"Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Player Elimination",Wargames
2,2,15.0,8,173,6.12796,9841,1.7778,387.0,"Area Majority / Influence, Tile Placement",Abstract Games
1,2,45.0,10,55,7.29636,9842,1.7143,197.0,"Chit-Pull System, Dice Rolling, Hexagon Grid",Wargames
2,2,180.0,12,119,6.32941,9843,3.16,398.0,"Dice Rolling, Grid Movement, Hexagon Grid, Secret Unit Deployment, Simulation",Wargames
1,5,90.0,13,149,7.24195,9844,2.4,308.0,"Set Collection, Take That, Tile Placement, Worker Placement",Unknown
2,4,120.0,14,52,7.79462,9845,3.0,83.0,"Area Majority / Influence, Set Collection, Variable Phase Order, Worker Placement",Wargames
2,2,90.0,14,41,7.87805,9846,2.5,100.0,"Dice Rolling, Events, Movement Points, Point to Point Movement, Simulation, Tile Placement",Wargames
2,4,30.0,10,151,6.15695,9847,2.32,250.0,"Area Majority / Influence, Modular Board",Abstract Games
2,10,30.0,8,50,7.418,9848,2.7778,57.0,"Action Queue, Paper-and-Pencil, Simultaneous Action Selection",Unknown
2,2,120.0,12,65,6.87231,9849,2.625,160.0,"Point to Point Movement, Secret Unit Deployment",Wargames
2,4,30.0,8,88,6.53716,9850,1.5,219.0,"Hand Management, Variable Player Powers",Abstract Games
2,2,30.0,6,193,6.07005,9851,1.55,245.0,Unknown,Abstract Games
2,6,20.0,8,211,5.899,9852,1.2667,441.0,"Pattern Building, Simultaneous Action Selection",Family Games
2,4,90.0,12,130,6.29846,9853,2.4615,232.0,"Area Majority / Influence, Area Movement, Hand Management, Secret Unit Deployment","Strategy Games, Thematic Games, Wargames"
2,2,10.0,10,41,7.53659,9854,0.0,35.0,"Betting and Bluffing, Hand Management, Variable Player Powers",Abstract Games
4,5,30.0,12,149,6.09207,9855,1.7692,329.0,"Acting, Line Drawing, Paper-and-Pencil, Team-Based Game",Unknown
2,6,30.0,10,265,5.91521,9856,1.4,549.0,Hand Management,Family Games
2,4,20.0,5,77,6.60844,9857,1.0,115.0,Unknown,Children's Games
2,6,15.0,5,95,6.37632,9858,1.1111,229.0,"Memory, Set Collection",Children's Games
2,2,30.0,8,136,6.18153,9859,2.3333,336.0,"Grid Movement, Secret Unit Deployment",Abstract Games
1,4,90.0,7,66,7.17141,9860,2.3333,132.0,Dice Rolling,Wargames
3,6,60.0,10,95,6.56653,9861,1.0,324.0,"Dice Rolling, Storytelling",Unknown
2,5,20.0,6,75,6.588,9862,1.5,133.0,Unknown,"Family Games, Children's Games"
1,4,60.0,14,39,8.71282,9863,1.5,92.0,"Auction: Turn Order Until Pass, Card Drafting, Hand Management, Set Collection",Unknown
1,6,30.0,8,177,5.99277,9864,1.2273,286.0,"Dice Rolling, Push Your Luck",Family Games
2,4,45.0,10,88,6.73648,9865,1.8462,228.0,"Card Drafting, Set Collection, Variable Player Powers, Worker Placement","Family Games, Strategy Games"
3,5,30.0,8,73,6.7589,9866,1.0,125.0,Unknown,Family Games
2,2,10.0,8,75,6.64067,9867,1.5556,115.0,"Map Reduction, Modular Board",Abstract Games
2,2,75.0,0,71,7.08944,9868,2.875,136.0,"Dice Rolling, Hexagon Grid, Simulation",Strategy Games
2,6,40.0,8,109,6.55211,9869,1.4286,168.0,"Auction/Bidding, Hand Management, Set Collection",Family Games
2,4,120.0,10,69,6.66159,9870,3.25,213.0,"Action Points, Modular Board",Wargames
1,5,45.0,10,153,6.11935,9871,1.6667,459.0,"Dice Rolling, Worker Placement",Family Games
2,2,15.0,6,62,7.05048,9872,1.0,181.0,Unknown,Children's Games
2,20,120.0,12,40,7.95,9873,3.1111,102.0,"Dice Rolling, Hexagon Grid, Simulation, Simultaneous Action Selection",Wargames
1,4,30.0,10,64,8.19219,9874,2.2667,100.0,Dice Rolling,Abstract Games
2,4,240.0,10,55,7.10727,9875,2.7778,281.0,Grid Movement,Wargames
2,6,20.0,10,55,7.92945,9876,2.3333,73.0,Set Collection,Unknown
2,4,20.0,7,77,6.71208,9877,2.4706,96.0,Unknown,Abstract Games
3,6,30.0,8,508,5.71476,9878,1.6557,750.0,Hand Management,Family Games
3,4,30.0,10,76,6.68039,9879,1.0,97.0,Betting and Bluffing,Unknown
2,6,20.0,7,225,6.03562,9880,1.6111,644.0,Dice Rolling,Family Games
1,4,30.0,8,152,6.2802,9881,1.7857,163.0,"Auction/Bidding, Dice Rolling",Family Games
2,5,20.0,0,98,6.66173,9882,2.0833,147.0,Dice Rolling,Unknown
2,7,360.0,12,119,6.2958,9883,3.7895,348.0,"Area-Impulse, Dice Rolling, Hexagon Grid, Simulation, Simultaneous Action Selection",Wargames
2,5,30.0,10,482,5.9305,9884,2.2444,628.0,"Area Majority / Influence, Hand Management","Family Games, Strategy Games"
2,2,39.74299356715391,10,62,7.219306924722218,9885,1.75,94.0,Unknown,Abstract Games
1,99,30.0,10,151,6.16954,9886,1.3,425.0,Dice Rolling,Family Games
2,6,120.0,12,79,6.67595,9887,2.9231,172.0,Unknown,Wargames
2,12,500.0,10,46,8.21971,9888,3.4286,133.0,"Dice Rolling, Measurement Movement, Scenario / Mission / Campaign Game, Simulation",Wargames
2,2,20.0,8,50,8.74,9889,1.5,22.0,"Hand Management, Memory",Abstract Games
1,4,15.0,0,55,7.03636,9890,1.25,102.0,"Dice Rolling, Push Your Luck",Unknown
2,6,120.0,13,53,7.42736,9891,1.0,138.0,"Communication Limits, Cooperative Game, Team-Based Game, Turn Order: Pass Order",Wargames
2,4,90.0,12,60,7.1175,9892,2.1667,106.0,"Set Collection, Worker Placement",Wargames
1,14,60.0,0,59,6.97746,9893,2.0,60.0,"Card Drafting, Simulation, Tile Placement, Variable Player Powers",Unknown
2,4,120.0,12,38,7.675,9894,3.1667,26.0,Unknown,Wargames
2,2,30.0,8,58,7.19569,9895,1.5,83.0,Grid Movement,Abstract Games
2,5,30.0,8,261,5.84847,9896,1.2593,299.0,Unknown,Family Games
3,5,90.0,8,85,6.44706,9897,3.0,132.0,"Hand Management, Point to Point Movement, Set Collection",Unknown
2,5,75.0,14,56,7.43888,9898,2.5,166.0,"Hand Management, Set Collection, Take That",Unknown
2,7,30.0,12,136,6.14338,9899,2.3636,227.0,"Cooperative Game, Team-Based Game",Unknown
2,4,15.0,5,105,6.31362,9900,1.0,268.0,Set Collection,Children's Games
2,2,130.92749382196746,12,34,7.949480787857145,9901,3.25,137.0,"Dice Rolling, Hexagon Grid, Simulation",Wargames
2,5,25.0,8,177,6.00678,9902,2.0,295.0,Tile Placement,Family Games
2,5,10.0,8,153,6.08268,9903,1.4545,225.0,"Hand Management, Set Collection",Family Games
1,4,30.0,8,39,7.5641,9904,1.0,111.0,Unknown,Abstract Games
1,99,10.0,6,70,6.87571,9905,0.0,308.0,Storytelling,Unknown
2,4,20.0,7,98,6.49235,9906,1.0,70.0,Unknown,Children's Games
1,1,60.0,12,50,7.296,9907,2.5,136.0,Area Movement,Wargames
2,2,90.0,14,34,8.14686,9908,3.6667,239.0,"Action Points, Area Majority / Influence, Point to Point Movement, Variable Player Powers",Wargames
2,4,20.0,8,411,5.75844,9909,1.2439,729.0,Tile Placement,Abstract Games
2,8,30.0,0,79,6.60551,9910,1.125,205.0,Tile Placement,Abstract Games
2,6,30.0,6,727,5.69415,9911,1.2333,1604.0,"Hand Management, Set Collection",Family Games
2,7,180.0,12,47,7.59362,9912,3.3333,131.0,"Dice Rolling, Simulation",Wargames
2,2,30.0,6,53,7.48541,9913,2.3333,235.0,"Card Drafting, Variable Player Powers",Abstract Games
2,6,60.0,12,53,7.34642,9914,2.0,73.0,Unknown,Unknown
7,41,20.0,8,69,6.69275,9915,1.6667,282.0,"Memory, Player Elimination, Storytelling, Variable Player Powers, Voting",Party Games
1,4,90.0,14,66,7.23106,9916,2.5,85.0,"Deck Bag and Pool Building, Set Collection, Simulation",Unknown
2,4,15.0,5,162,6.05,9917,1.2,385.0,Memory,Children's Games
2,4,120.0,12,76,6.72105,9918,2.4,340.0,Hexagon Grid,Wargames
1,1,30.0,12,111,6.2527,9919,1.8462,327.0,"Point to Point Movement, Simulation, Solo / Solitaire Game",Wargames
2,4,49.58438039925633,10,201,5.999587816547619,9920,2.125,816.0,"Area Majority / Influence, Area Movement, Hand Management, Set Collection",Unknown
2,2,15.0,8,64,6.93594,9921,1.4,87.0,"Area Majority / Influence, Modular Board",Abstract Games
2,2,300.0,0,62,6.88952,9922,3.0667,378.0,"Dice Rolling, Hexagon Grid",Wargames
1,2,300.0,12,67,6.74627,9923,3.1818,359.0,Hexagon Grid,Wargames
2,4,30.0,8,126,6.2903,9924,2.0,151.0,"Dice Rolling, Point to Point Movement",Abstract Games
2,8,180.0,12,48,7.3625,9925,3.625,104.0,"Dice Rolling, Measurement Movement, Simulation, Variable Phase Order",Wargames
2,8,23.38235484995435,6,74,6.8324609682142885,9926,1.0,603.0,"Memory, Set Collection",Unknown
2,4,45.0,8,147,6.12429,9927,2.0,597.0,"Area Majority / Influence, Tile Placement",Unknown
2,6,30.0,8,183,6.07112,9928,1.2222,559.0,"Set Collection, Trick-taking",Family Games
1,4,0.0,12,71,6.80915,9929,3.0,198.0,Area Movement,Wargames
1,4,45.0,6,107,6.30654,9930,1.3333,151.0,"Network and Route Building, Simultaneous Action Selection, Tile Placement",Children's Games
2,4,155.75103602280072,12,71,6.961312940075048,9931,2.8333,203.0,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Simulation",Wargames
2,4,25.592625913127964,6,283,5.870015976309521,9932,1.4091,597.0,"Pick-up and Deliver, Set Collection",Family Games
2,2,10.0,10,96,6.45858,9933,2.1667,302.0,"Action Points, Dice Rolling, Hand Management, Variable Player Powers",Thematic Games
2,3,120.0,12,46,7.1913,9934,0.0,159.0,"Dice Rolling, Variable Player Powers",Wargames
1,1,180.0,12,102,6.38088,9935,2.8333,381.0,Unknown,Wargames
2,2,15.0,8,81,6.88444,9936,1.2,125.0,"Hand Management, Memory, Set Collection",Abstract Games
3,16,30.0,16,98,6.41122,9937,1.5,185.0,"Hand Management, Simultaneous Action Selection",Party Games
2,4,45.0,10,210,5.91095,9938,1.7857,473.0,"Hand Management, Tile Placement",Family Games
2,2,180.0,12,53,7.14057,9939,3.0909,155.0,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation",Wargames
3,5,90.0,0,52,6.9125,9940,3.0,140.0,"Auction/Bidding, Network and Route Building, Stock Holding",Unknown
1,4,90.0,14,62,8.18064,9941,2.5,195.0,"Pattern Building, Push Your Luck",Wargames
3,6,125.0378765678766,14,39,8.107893242083335,9942,2.9231,57.0,"Area Movement, Dice Rolling, Hand Management, Hidden Roles, Pick-up and Deliver, Set Collection, Team-Based Game, Traitor Game, Variable Player Powers, Voting",Unknown
2,2,20.47355234226108,6,99,6.466137132043647,9943,1.25,181.0,"Dice Rolling, Push Your Luck, Roll / Spin and Move","Abstract Games, Children's Games"
2,2,240.0,16,53,7.50943,9944,3.1667,229.0,"Dice Rolling, Hexagon Grid",Wargames
2,4,600.0,12,48,7.5,9945,3.3,393.0,Unknown,Wargames
2,6,30.0,6,105,6.36476,9946,1.75,178.0,"Grid Movement, Hand Management, Tile Placement",Unknown
2,6,45.0,10,190,6.09589,9947,2.4,302.0,"Area Movement, Hand Management, Modular Board, Set Collection, Trick-taking",Customizable Games
4,8,240.0,0,87,6.48816,9948,2.0769,227.0,"Cooperative Game, Role Playing, Voting",Thematic Games
2,4,15.0,5,155,6.03806,9949,1.0,343.0,Memory,Children's Games
2,2,20.0,8,83,6.54578,9950,2.0,169.0,Modular Board,Abstract Games
3,6,20.0,8,270,5.89552,9951,1.5,655.0,"Set Collection, Trick-taking","Family Games, Party Games"
3,9,180.0,16,117,6.27564,9952,2.5,434.0,"Auction/Bidding, Commodity Speculation, Simulation, Trading","Strategy Games, Wargames"
2,2,0.0,0,64,6.925,9953,2.75,301.0,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation, Variable Phase Order",Wargames
2,2,240.0,12,43,7.81395,9954,3.25,168.0,Hexagon Grid,Wargames
1,4,30.0,8,124,6.24218,9955,1.5455,328.0,"Dice Rolling, Push Your Luck, Role Playing",Family Games
2,6,20.0,7,189,6.01667,9956,1.1429,338.0,Memory,"Children's Games, Family Games"
3,10,232.83718278797224,12,43,7.565216340555552,9957,2.9167,173.0,"Paper-and-Pencil, Secret Unit Deployment, Simulation, Simultaneous Action Selection",Wargames
3,4,20.0,8,47,7.14617,9958,2.2,37.0,Trick-taking,Abstract Games
1,1,30.0,7,173,6.09665,9959,1.5556,300.0,"Chit-Pull System, Dice Rolling",Unknown
2,5,98.80952670576458,13,79,6.774098830992069,9960,2.7778,164.0,"Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Hand Management, Role Playing, Set Collection, Variable Player Powers",Wargames
2,2,180.0,12,50,7.484,9961,3.7778,137.0,"Hexagon Grid, Secret Unit Deployment, Simulation",Wargames
1,1,120.0,10,38,7.89211,9962,3.625,86.0,"Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Events, Simulation, Solo / Solitaire Game",Wargames
2,5,30.0,8,82,6.75854,9963,1.5,190.0,"Card Drafting, Dice Rolling, Hand Management",Family Games
2,5,90.0,12,94,6.60532,9964,2.8571,146.0,"Area Majority / Influence, Variable Player Powers, Worker Placement",Wargames
1,2,180.0,0,54,6.99074,9965,2.875,204.0,Hexagon Grid,Wargames
2,4,45.0,8,138,6.16341,9966,1.875,341.0,Unknown,"Family Games, Abstract Games"
2,2,180.0,0,91,6.56011,9967,3.0667,330.0,"Dice Rolling, Hexagon Grid, Movement Points, Simulation",Wargames
2,2,45.0,0,41,7.49323,9968,2.0,195.0,"Dice Rolling, Drafting",Wargames
2,4,40.0,10,66,6.68258,9969,2.0,98.0,"Dice Rolling, Trading","Family Games, Abstract Games"
3,9,20.0,9,127,6.27693,9970,1.8571,263.0,"Area Movement, Card Drafting, Point to Point Movement",Party Games
2,2,30.0,8,146,6.11205,9971,1.5833,387.0,"Secret Unit Deployment, Tile Placement",Abstract Games
1,4,20.0,8,130,6.15995,9972,1.6667,246.0,Hand Management,Family Games
2,4,10.0,8,134,6.1253,9973,2.1818,217.0,Unknown,Abstract Games
2,2,40.59235228660229,8,55,7.703323077094157,9974,2.8,55.0,Unknown,Abstract Games
4,4,40.0,12,49,7.34184,9975,2.875,118.0,"Hand Management, Variable Player Powers",Unknown
3,6,60.0,12,81,6.61148,9976,2.3571,344.0,"Area Majority / Influence, Pick-up and Deliver",Strategy Games
2,4,15.0,0,111,6.24351,9977,1.4286,151.0,Dice Rolling,Unknown
2,4,10.0,8,79,6.78671,9978,2.4286,119.0,"Card Drafting, Memory, Variable Player Powers",Abstract Games
3,5,20.0,8,98,6.32476,9979,1.2,270.0,Hand Management,Family Games
2,2,20.0,0,35,7.84714,9980,3.0,60.0,Pattern Building,Abstract Games
2,6,30.0,8,400,5.84987,9981,1.1111,946.0,"Hand Management, Lose a Turn, Matching, Take That",Family Games
1,4,45.0,12,39,8.00168,9982,2.0,73.0,"Card Drafting, Pattern Building, Set Collection, Tile Placement",Unknown
2,3,120.0,12,47,7.59574,9983,3.7273,68.0,Hexagon Grid,Wargames
2,6,20.0,10,109,6.32752,9984,2.0,284.0,Unknown,Unknown
1,127,30.0,10,91,6.36764,9985,1.5,131.0,Dice Rolling,Unknown
1,4,126.91794495708972,12,47,7.43198290442682,9986,2.9167,238.0,"Rondel, Worker Placement with Dice Workers",Strategy Games
3,5,240.0,0,37,7.56038,9987,4.0,152.0,"Auction/Bidding, Stock Holding, Tile Placement",Wargames
3,5,40.0,12,57,6.85439,9988,2.375,126.0,"Network and Route Building, Pick-up and Deliver, Stock Holding",Unknown
2,5,480.0,12,81,6.67325,9989,4.1,419.0,"Chit-Pull System, Dice Rolling, Grid Movement, Hexagon Grid, Simulation",Wargames
2,2,20.0,10,47,7.27872,9990,2.0,63.0,"Area Majority / Influence, Network and Route Building, Tile Placement",Abstract Games
2,4,30.0,7,37,8.78649,9991,3.0,41.0,"Card Drafting, Contracts, Hand Management",Abstract Games
