Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Abstract Games,Children's Games,Customizable Games,Family Games,Party Games,Strategy Games,Thematic Games,Unknown,Wargames,Social Interaction,Strategy and Planning,Conflict Resolution,Exploration,Randomness and Luck,Resource Management,Puzzle Solving,Miscellaneous / Other,Collaboration
3,8,30.0,12,184,5.99457,1.0,729.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
2,5,120.0,12,188,5.95,2.4118,737.0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0
2,2,109.76394190368453,10,46,7.22832232610029,2.5333,211.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,2,10.0,0,52,7.36538,2.25,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,180.0,12,41,7.40244,2.4286,101.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
2,7,29.4132594594574,7,67,6.90695854821429,1.25,162.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,30.0,8,47,7.07191,1.6667,92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,4,10.0,6,78,6.43269,1.4444,98.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4,30.0,14,151,5.98874,1.0,314.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,4,90.0,14,64,8.89141,2.3333,10.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2,8,420.0,12,49,7.0498,4.1667,289.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2,6,30.0,9,163,6.00706,1.6667,261.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,30.0,7,72,6.99729,2.0,111.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2,6,30.0,8,520,5.72929,1.1143,615.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,3,0.0,0,37,7.77568,2.0,181.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2,2,0.0,12,45,7.42222,2.7273,80.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2,2,45.0,0,48,7.11875,2.125,92.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
1,2,60.0,12,53,6.90472,1.9167,183.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
2,5,30.0,8,152,5.98421,1.1429,282.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,180.0,12,62,6.72258,2.8333,289.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,2,127.27693251305826,12,43,7.336567169632353,3.0,107.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2,6,90.0,8,101,6.56406,1.3846,150.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
3,12,60.0,12,46,7.35761,1.2857,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,2,180.0,0,56,6.91786,4.5556,290.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
2,4,30.0,5,58,7.05052,1.0,106.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3,8,38.48859770245886,8,60,7.04288495197511,1.75,124.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,2,181.73131368631363,1,38,7.751413344960322,2.0,445.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2,52,120.0,12,65,6.68154,2.4545,188.0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
2,2,240.0,12,60,7.0,3.5,251.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,5,30.0,12,63,6.74952,2.0,83.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,6,170.8141425241425,14,36,7.778419188686872,0.0,191.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,2,360.0,12,84,6.49881,3.8667,297.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2,15,45.0,14,185,5.95405,1.3333,532.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,4,90.0,12,34,7.62941,2.375,49.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,4,30.0,10,67,8.60821,2.0,165.0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0
2,2,0.0,0,36,7.58333,3.1667,190.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2,3,20.0,9,34,7.54265,4.1667,48.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,8,45.0,12,67,6.50597,1.6,97.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,7,20.0,6,115,6.11652,1.2857,260.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,6,75.0,12,383,5.76305,2.0682,920.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
8,8,910.5521614204506,18,77,6.770609764166667,2.0,288.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,4,120.0,13,70,8.13571,3.0,279.0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1
2,2,360.0,12,53,7.02925,2.6667,368.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2,6,30.0,7,434,5.69189,1.3182,904.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,2,30.3035781066575,8,56,6.95960673839286,1.5,111.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,6,120.0,12,40,7.3875,1.75,93.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2,4,127.34304570429572,12,34,7.653523052142853,2.5,121.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2,5,90.0,13,74,8.41176,3.0,85.0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0
2,6,120.0,14,44,8.46591,2.6667,73.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,6,15.0,4,40,7.275,1.0,118.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,4,90.0,14,38,7.23658,1.5,156.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
2,2,90.0,12,178,5.9666,2.8421,644.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
2,2,0.0,0,48,7.17083,2.8462,219.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2,4,45.0,8,98,6.20816,1.0909,152.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0.0,0,66,6.95987,1.5,188.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
4,6,52.55311337913892,10,63,6.981995357261901,2.0,109.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,40.0,10,189,5.96841,1.6667,626.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,4,40.0,10,85,6.37353,2.0,106.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,5,20.0,16,108,6.17361,2.0,189.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,2,45.0,10,46,7.08913,2.0,203.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,5,15.0,4,41,7.65244,1.0,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,4,140.0,14,63,6.84349,2.4286,99.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,2,150.0,13,64,6.65234,2.2857,230.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
2,6,90.0,13,129,6.15702,1.8571,281.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,5,12.0,6,207,6.32686,1.0909,147.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2,4,52.735281439505535,12,231,5.950276047242061,1.8947,489.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,4,30.0,7,125,6.0788,1.9444,132.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,4,20.0,10,57,6.72807,1.75,80.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,16,15.0,6,37,7.39595,0.0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,60.0,10,56,6.82857,1.4167,181.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0
2,2,90.0,12,38,7.63158,2.7778,87.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1,5,40.0,14,51,6.98137,2.0,183.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,6,47.96237443112442,7,36,7.730085406726193,1.6667,120.0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1
1,1,60.0,10,50,7.199,2.1667,189.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,5,45.0,10,57,6.79544,0.0,148.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2,6,90.0,12,47,7.0,3.0,107.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2,2,30.0,9,96,6.35458,2.2308,154.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2,6,30.0,6,90,6.32944,1.0,158.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4,8,45.0,13,38,7.34342,1.0,142.0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
2,2,120.0,12,33,7.80909,0.0,163.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1,1,0.0,0,45,7.20444,4.3333,178.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2,6,90.0,14,77,6.80935,2.5,133.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
2,2,60.0,12,36,7.70139,2.7,89.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,4,10.0,8,133,6.17368,1.5217,182.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
2,5,30.0,8,124,6.12347,1.5455,267.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,600.0,0,32,8.20312,3.0,217.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,2,30.0,10,47,7.04894,2.2857,160.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,180.0,12,68,6.61176,2.4444,239.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
1,4,90.0,10,80,7.185,2.0,70.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
2,2,0.0,12,32,7.75469,2.1818,100.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
2,4,50.0,10,63,6.61111,2.6667,109.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2,4,15.0,13,88,6.68182,1.0,227.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,4,20.0,8,42,7.27381,0.0,77.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,5,0.0,10,79,6.66051,2.0,330.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,5,25.0,7,44,7.68136,1.3333,125.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2,6,30.0,6,123,6.08846,1.3333,519.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
3,6,30.0,8,76,6.56382,1.0,89.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,6,15.0,6,253,5.92174,1.0,578.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,240.0,14,36,7.69722,2.3333,122.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
2,2,300.0,0,34,7.54706,3.0833,164.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2,4,30.0,8,66,6.78258,1.8571,107.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2,6,139.37035520035516,12,57,6.854537864107141,2.8571,127.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,5,45.0,12,109,6.22844,1.7895,143.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,5.0,1,75,6.44333,1.0,169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,5,120.0,10,54,6.74815,2.0,81.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3,10,20.0,8,123,6.07154,1.2,180.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,180.0,0,92,6.41413,2.2308,237.0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0
1,6,0.0,0,37,8.73243,2.0,114.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
2,4,90.0,12,89,6.3109,2.2222,213.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2,4,180.0,12,61,6.69787,3.0833,348.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,4,30.0,12,75,7.02133,1.8462,138.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3,6,60.0,14,98,6.58827,2.0,329.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
2,7,120.0,12,49,6.85816,2.5,179.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4,10,20.0,8,110,6.19136,1.5714,203.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
3,6,15.0,8,162,5.98846,1.2222,295.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,60.0,12,40,7.54675,2.0,188.0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
2,2,15.0,10,83,6.30602,1.0,239.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,180.0,12,57,6.85965,2.4167,215.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
4,8,20.0,8,112,6.0933,1.0,196.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3,6,90.0,8,102,6.2451,2.5,214.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,6,40.0,10,86,6.39186,2.0,304.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,120.0,14,38,7.50789,3.25,171.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
2,2,180.0,12,74,6.48378,3.5,189.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2,4,24.65630906293457,8,154,6.022501901504329,1.1111,372.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4,30.0,6,197,5.91726,1.1,424.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,360.0,12,106,6.2316,2.8824,495.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,6,20.50681230802645,6,103,6.317923936269841,1.0,253.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,5,33.22446255215271,10,123,6.20405222648809,1.0,457.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,2,30.0,12,96,6.18448,1.6667,154.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2,5,120.0,10,59,6.66949,2.0,120.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2,2,30.0,6,77,6.43766,2.0,125.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,7,20.0,8,160,5.97,1.2857,316.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,15.0,8,65,6.80154,2.2667,85.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2,6,45.0,8,69,6.8642,2.0,274.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2,3,1200.0,12,49,7.18265,3.375,231.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
3,6,40.0,8,46,7.23703,1.0,211.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,5,45.0,10,62,6.631,1.5,192.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,2,20.0,10,44,7.25455,1.6667,81.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2,0.0,8,70,6.44214,3.3333,167.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2,4,90.70567077659182,13,91,6.413330985079367,2.625,280.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0
3,6,20.0,8,276,5.79837,1.4643,661.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,6,120.0,8,40,7.795,2.0,85.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
2,2,55.0,12,36,7.29167,1.75,93.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
2,4,60.0,12,66,6.52576,2.8333,98.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,8,45.0,15,128,6.88273,2.0,389.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
2,4,30.0,10,116,6.17155,2.7143,260.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,30.0,14,76,6.99605,1.5714,207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,4,50.0,10,178,6.03287,2.5,514.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4,45.0,13,64,6.57891,0.0,108.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
6,6,240.0,14,105,6.27619,3.25,343.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2,8,90.0,0,43,7.46395,2.5,202.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,6,30.0,0,44,7.13864,1.0,185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,60.0,10,34,7.59412,3.0,121.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
2,6,753.3725024459544,12,64,6.869164072202385,4.2,214.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,5,180.0,12,49,6.82449,2.0,144.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,4,60.0,13,55,7.00727,2.5,127.0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
2,2,60.0,0,47,7.11915,2.375,122.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
2,2,30.0,10,59,6.95424,3.0,175.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2,4,20.0,5,83,6.38205,1.125,131.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4,240.0,13,32,7.90625,3.0,102.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,4,25.0,10,81,6.46323,0.0,131.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,6,30.0,10,264,6.14299,2.1765,550.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,8,20.0,8,93,6.49677,1.0,175.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,240.0,13,33,7.64848,3.0,141.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2,8,240.0,12,46,7.16304,3.1667,104.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2,4,60.0,14,45,7.39667,2.0,58.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0
1,2,180.0,12,39,7.41538,3.0833,190.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2,6,10.0,6,177,5.99771,1.0,383.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,2,120.0,12,97,6.2835,2.4444,434.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
1,5,45.0,10,167,6.18881,2.1,396.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,12,227.41277833277832,8,40,7.435584393095235,0.0,110.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,4,40.0,10,120,6.164,1.7778,233.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
2,2,60.0,12,37,8.7973,2.5,68.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,4,15.0,4,91,6.29374,1.0,218.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,4,80.0,0,43,8.5,2.6,77.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
3,6,189.3041695526696,12,142,6.236582566091268,3.4348,390.0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
4,8,45.0,10,78,6.61436,3.0,188.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,8,90.94683338002648,12,145,6.134165516488098,2.2,415.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
2,4,75.0,12,71,7.03352,2.5,216.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2,2,157.72404474527357,14,104,6.29877650261905,2.5714,277.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
2,6,30.0,10,146,6.01062,1.0,337.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,4,45.0,12,59,6.60661,2.0,111.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2,2,180.0,12,71,6.5169,2.6429,399.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,8,120.0,12,46,7.31522,2.75,104.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2,2,0.0,12,33,7.86364,2.7778,89.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,5,90.0,8,74,6.41757,2.0,133.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
2,6,120.0,12,415,5.83777,2.16,897.0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
1,6,40.0,8,98,6.6449,1.6667,284.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2,5,45.0,10,67,6.53731,2.2222,134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4,29.459158868415265,8,103,6.294817768730159,1.25,171.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,6,45.0,14,75,6.348,1.5,218.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,180.0,0,34,7.80882,2.0,156.0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0
2,4,45.0,10,267,5.80106,1.5952,440.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,4,169.1528643432591,14,48,7.071747216309527,2.0,327.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,8,0.0,4,97,6.3732,1.0,152.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,15.0,8,82,6.44549,2.5,59.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,10.0,7,133,6.15519,1.3333,305.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,5,300.0,12,44,7.24409,2.8571,116.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2,10,5000.0,8,44,7.03182,0.0,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4,90.0,0,255,5.94824,2.25,369.0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1
1,4,20.0,4,40,7.34,1.0,72.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,6,20.0,6,77,6.61481,1.3333,126.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,4,20.0,4,87,6.31149,1.3333,217.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,4,44.19682010665881,12,419,5.761623937619046,1.4681,743.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,999,100.0,8,254,5.89874,1.125,898.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,45.0,8,126,6.17357,1.4286,250.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
2,4,45.0,10,82,6.44817,2.3333,235.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,6,20.0,10,134,6.01,1.3333,328.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
1,2,116.95507783882786,0,39,7.447660113809527,1.6,436.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2,4,30.0,0,43,7.30233,3.0,94.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,8,20.0,6,11717,5.60122,1.1165,20647.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,4,60.0,15,73,6.72027,1.8,123.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,180.0,12,64,6.64656,2.9091,377.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,5,60.0,10,98,6.42449,2.5,153.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2,4,50.0,8,56,6.88393,2.6667,110.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
1,2,240.0,12,42,7.33333,3.5,334.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,5,300.0,7,90,8.02908,2.5556,174.0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
1,4,30.0,6,58,6.7269,1.0,153.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2,2,60.0,12,40,7.19875,2.3333,237.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,10,40.0,12,767,5.89249,2.2105,971.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
2,2,0.0,12,65,6.74308,4.0,226.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
1,2,0.0,0,67,6.79403,3.7143,234.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
